Feature ID,Area,Surface,Feature,Code reference,User story,Expected behavior from code,Existing automated coverage,Baseline status,Baseline evidence,Errors / issue IDs,Fix status,Retest status,Retest evidence,Notes
F-042,Discovery,GET /openapi.json,7. openapi.json — Full OpenAPI 3.1 specification,src/routes/discovery.ts:379,"As a agent crawler, I want 7. openapi.json — full openapi 3.1 specification through GET /openapi.json so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",src/routes/discovery-geo.test.ts,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-043,Discovery,GET /mcp.json,8. mcp.json — MCP tool definitions,src/routes/discovery.ts:1702,"As a agent crawler, I want 8. mcp.json — mcp tool definitions through GET /mcp.json so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",src/routes/discovery-geo.test.ts,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-044,Discovery,GET /install,9. /install — combined install script,src/routes/discovery.ts:1809,"As a agent crawler, I want 9. /install — combined install script through GET /install so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-045,Evaluation API,GET /v1/evaluators,--- Evaluators info ---,src/routes/evaluate.ts:34,"As a API client, I want --- evaluators info --- through GET /v1/evaluators so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",,PASS,Evaluator catalog is public and returns available evaluator definitions. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-046,Evaluation API,POST /v1/evaluate,--- Evaluation ---,src/routes/evaluate.ts:67,"As a API client, I want --- evaluation --- through POST /v1/evaluate so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",,PASS,Evaluation endpoint validates malformed/empty spec before asynchronous execution. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-047,Evaluation API,GET /v1/evaluate/:id,Get V1 Evaluate Id,src/routes/evaluate.ts:131,"As a API client, I want get v1 evaluate id through GET /v1/evaluate/:id so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",,PASS,Missing evaluation lookup returns a bounded 404 problem response. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-048,Exposure API,POST /v1/exposure/evaluate,Post V1 Exposure Evaluate,src/routes/exposure.ts:20,"As a API client, I want post v1 exposure evaluate through POST /v1/exposure/evaluate so that Parse behavior is usable and predictable.","Accept sanitized exposure findings as documented free endpoints, reject secret-bearing payloads, and return stable receipts/catalog metadata.",src/routes/exposure.test.ts; src/__tests__/exposure-evaluate.test.ts,PASS,Exposure evaluation accepts sanitized Bumblebee-compatible findings without auth. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-049,Exposure API,POST /v1/exposure/ingest,Post V1 Exposure Ingest,src/routes/exposure.ts:31,"As a API client, I want post v1 exposure ingest through POST /v1/exposure/ingest so that Parse behavior is usable and predictable.","Accept sanitized exposure findings as documented free endpoints, reject secret-bearing payloads, and return stable receipts/catalog metadata.",src/routes/exposure.test.ts; src/__tests__/exposure-evaluate.test.ts,PASS,Exposure ingest returns a stateless receipt without auth. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-050,Exposure API,GET /v1/exposure/catalogs,Get V1 Exposure Catalogs,src/routes/exposure.ts:46,"As a API client, I want get v1 exposure catalogs through GET /v1/exposure/catalogs so that Parse behavior is usable and predictable.","Accept sanitized exposure findings as documented free endpoints, reject secret-bearing payloads, and return stable receipts/catalog metadata.",src/routes/exposure.test.ts; src/__tests__/exposure-evaluate.test.ts,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-051,Key Management API,GET /v1/keys,Get V1 Keys,src/routes/keys.ts:8,"As a API key owner, I want get v1 keys through GET /v1/keys so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/app.test.ts; src/__tests__/api-key-service.test.ts,PASS,Key listing is admin-gated and bounded for admin callers. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-052,Key Management API,POST /v1/keys,Post V1 Keys,src/routes/keys.ts:13,"As a API key owner, I want post v1 keys through POST /v1/keys so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/app.test.ts; src/__tests__/api-key-service.test.ts,PASS,Key creation is admin-gated and bounded for admin callers. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-053,Key Management API,DELETE /v1/keys/self,Delete V1 Keys Self,src/routes/keys.ts:39,"As a API key owner, I want delete v1 keys self through DELETE /v1/keys/self so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/__tests__/keys-self-revoke.test.ts; src/app.test.ts; src/__tests__/api-key-service.test.ts,PASS,Master-key self revoke is rejected with an explanatory validation response. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-054,Key Management API,DELETE /v1/keys/:id,Delete V1 Keys Id,src/routes/keys.ts:80,"As a API key owner, I want delete v1 keys id through DELETE /v1/keys/:id so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/app.test.ts; src/__tests__/api-key-service.test.ts,PASS,Admin key deletion for a missing key returns a bounded response. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-055,MCP,GET /mcp,Get Mcp,src/routes/mcp.ts:97,"As a MCP-capable agent, I want get mcp through GET /mcp so that Parse behavior is usable and predictable.",Expose hosted MCP metadata/tools publicly and require auth/payment for screening tool calls with structured tool results.,src/routes/discovery-geo.test.ts,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-056,MCP,POST /mcp,Post Mcp,src/routes/mcp.ts:115,"As a MCP-capable agent, I want post mcp through POST /mcp so that Parse behavior is usable and predictable.",Expose hosted MCP metadata/tools publicly and require auth/payment for screening tool calls with structured tool results.,src/routes/discovery-geo.test.ts,PASS,Hosted MCP JSON-RPC endpoint lists tools without auth. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-057,Prompt Screening API,POST /v1/parse,─── POST /v1/parse ────────────────────────────────────────────────────────,src/routes/parse.ts:40,"As a API client, I want ─── post /v1/parse ──────────────────────────────────────────────────────── through POST /v1/parse so that Parse behavior is usable and predictable.",Require Bearer auth or verified paid access; validate JSON; detect prompt injection with pattern/LLM/sandbox layers; return verdict/action/trace/policy or problem+json errors.,src/__tests__/parse-screening.test.ts; src/__tests__/sandbox-integration.test.ts; src/__tests__/parse-x402.test.ts,PASS,Prompt screening returns a safe parse result for benign input. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-058,Prompt Screening API,GET /v1/parse/:id,Async parse polling result lookup,src/routes/parse.ts:511,"As an API client, I want to poll async parse execution by id so I can retrieve queued sandbox results without seeing other users' results.","Requires evaluate-scope authentication. If Redis polling storage is not configured or connected, returns an explicit 503 dependency response; when Redis is connected, missing parse ids return 404, stored results are returned, and owner checks prevent one API key from reading another key's result unless the caller is master.",src/__tests__/parse-screening.test.ts; src/__tests__/sandbox-integration.test.ts; src/__tests__/parse-x402.test.ts,PASS,Redis-backed async parse polling storage is available; missing parse lookup returns bounded 404. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-059,Playground,GET /playground,Get Playground,src/routes/playground.ts:370,"As a security evaluator, I want get playground through GET /playground so that Parse behavior is usable and predictable.","Run public no-login workbench sessions, queue/source/thread flows, callback signals, grading, and analytics while rejecting invalid tokens/events and not storing raw sensitive output.",src/routes/playground.test.ts,PASS,Workbench page renders publicly. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-060,Playground,GET /r/:resourceId,Get R Resourceid,src/routes/playground.ts:372,"As a security evaluator, I want get r resourceid through GET /r/:resourceId so that Parse behavior is usable and predictable.","Run public no-login workbench sessions, queue/source/thread flows, callback signals, grading, and analytics while rejecting invalid tokens/events and not storing raw sensitive output.",src/routes/playground.test.ts,PASS,Hosted fixture resource renders as a noindex source page. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-061,Playground,GET /q/source/:sessionId/:resourceId/:token,Get Q Source Sessionid Resourceid Token,src/routes/playground.ts:383,"As a security evaluator, I want get q source sessionid resourceid token through GET /q/source/:sessionId/:resourceId/:token so that Parse behavior is usable and predictable.","Run public no-login workbench sessions, queue/source/thread flows, callback signals, grading, and analytics while rejecting invalid tokens/events and not storing raw sensitive output.",src/routes/playground.test.ts,PASS,Queue source URL records/returns a fixture source for the session. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-062,Playground,GET /q/thread/:sessionId/:scenarioId/:token,Get Q Thread Sessionid Scenarioid Token,src/routes/playground.ts:400,"As a security evaluator, I want get q thread sessionid scenarioid token through GET /q/thread/:sessionId/:scenarioId/:token so that Parse behavior is usable and predictable.","Run public no-login workbench sessions, queue/source/thread flows, callback signals, grading, and analytics while rejecting invalid tokens/events and not storing raw sensitive output.",src/routes/playground.test.ts,PASS,Thread source URL returns a scenario packet for the session. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-063,Playground,POST /v1/playground/sessions,Post V1 Playground Sessions,src/routes/playground.ts:418,"As a security evaluator, I want post v1 playground sessions through POST /v1/playground/sessions so that Parse behavior is usable and predictable.","Run public no-login workbench sessions, queue/source/thread flows, callback signals, grading, and analytics while rejecting invalid tokens/events and not storing raw sensitive output.",src/routes/playground.test.ts,PASS,Playground session creation returns fixture callback URLs and a session token. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-064,Playground,GET /v1/playground/sessions/:id,Get V1 Playground Sessions Id,src/routes/playground.ts:444,"As a security evaluator, I want get v1 playground sessions id through GET /v1/playground/sessions/:id so that Parse behavior is usable and predictable.","Run public no-login workbench sessions, queue/source/thread flows, callback signals, grading, and analytics while rejecting invalid tokens/events and not storing raw sensitive output.",src/routes/playground.test.ts,PASS,Playground session lookup returns public fixture/session state. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-065,Playground,GET /v1/events/:sessionId/:resourceId/:token,Get V1 Events Sessionid Resourceid Token,src/routes/playground.ts:474,"As a security evaluator, I want get v1 events sessionid resourceid token through GET /v1/events/:sessionId/:resourceId/:token so that Parse behavior is usable and predictable.","Run public no-login workbench sessions, queue/source/thread flows, callback signals, grading, and analytics while rejecting invalid tokens/events and not storing raw sensitive output.",src/routes/playground.test.ts,PASS,Event callback GET is bounded and does not expose callback APIs to crawlers. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-066,Playground,POST /v1/events/:sessionId/:resourceId/:token,Post V1 Events Sessionid Resourceid Token,src/routes/playground.ts:475,"As a security evaluator, I want post v1 events sessionid resourceid token through POST /v1/events/:sessionId/:resourceId/:token so that Parse behavior is usable and predictable.","Run public no-login workbench sessions, queue/source/thread flows, callback signals, grading, and analytics while rejecting invalid tokens/events and not storing raw sensitive output.",src/routes/playground.test.ts,PASS,Event callback POST records a compromise signal with a valid token. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-067,Playground,POST /v1/playground/check-output,Post V1 Playground Check Output,src/routes/playground.ts:477,"As a security evaluator, I want post v1 playground check output through POST /v1/playground/check-output so that Parse behavior is usable and predictable.","Run public no-login workbench sessions, queue/source/thread flows, callback signals, grading, and analytics while rejecting invalid tokens/events and not storing raw sensitive output.",src/routes/playground.test.ts,PASS,Output checker grades pasted output without storing raw text. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-068,Playground,POST /v1/playground/events,Post V1 Playground Events,src/routes/playground.ts:513,"As a security evaluator, I want post v1 playground events through POST /v1/playground/events so that Parse behavior is usable and predictable.","Run public no-login workbench sessions, queue/source/thread flows, callback signals, grading, and analytics while rejecting invalid tokens/events and not storing raw sensitive output.",src/routes/playground.test.ts,PASS,Playground funnel event intake accepts allowlisted events. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-069,Policy API,GET /v1/policy,Get V1 Policy,src/routes/policy.ts:56,"As a API client, I want get v1 policy through GET /v1/policy so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/__tests__/sandbox-integration.test.ts; src/lib/bypass-codeword.test.ts,PASS,Policy GET returns effective defaults for the authenticated caller. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-070,Policy API,PUT /v1/policy,Put V1 Policy,src/routes/policy.ts:106,"As a API client, I want put v1 policy through PUT /v1/policy so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/__tests__/sandbox-integration.test.ts; src/lib/bypass-codeword.test.ts,PASS,Policy update enforces free-tier max threshold before DB writes. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-071,Policy API,DELETE /v1/policy,Delete V1 Policy,src/routes/policy.ts:230,"As a API client, I want delete v1 policy through DELETE /v1/policy so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/__tests__/sandbox-integration.test.ts; src/lib/bypass-codeword.test.ts,PASS,Policy reset returns a bounded response. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-072,Assets,GET /favicon.svg,Static assets,src/routes/public.ts:348,"As a visitor, I want static assets through GET /favicon.svg so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-073,Assets,GET /og-image.svg,Get Og Image.Svg,src/routes/public.ts:354,"As a visitor, I want get og image.svg through GET /og-image.svg so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-074,Assets,GET /logo.png,Get Logo.Png,src/routes/public.ts:360,"As a visitor, I want get logo.png through GET /logo.png so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-075,Public Web,GET /,"Root - HTML landing page for browsers, JSON service descriptor for agents",src/routes/public.ts:367,"As a visitor, I want root - html landing page for browsers, json service descriptor for agents through GET / so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",src/app.test.ts,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-076,Public API,GET /health,Health check — public liveness only. Dependency checks belong in /health/detail.,src/routes/public.ts:417,"As a API client, I want health check — public liveness only. dependency checks belong in /health/detail. through GET /health so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/app.test.ts,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-077,Public API,GET /version,Get Version,src/routes/public.ts:426,"As a API client, I want get version through GET /version so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/app.test.ts,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-078,Public Web,GET /health/detail,Detailed health — admin only,src/routes/public.ts:434,"As a visitor, I want detailed health — admin only through GET /health/detail so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,Detailed health is admin-gated and returns dependency status without leaking secrets. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-079,Dashboards,GET /dashboard,Dashboard,src/routes/public.ts:475,"As a operator, I want dashboard through GET /dashboard so that Parse behavior is usable and predictable.",Render operator dashboard pages; protected dashboard data requires authorized credentials and avoids secret leakage.,src/app.test.ts,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-080,Dashboards,GET /dashboard/screening,Screening dashboard (SSR — queries Prisma directly),src/routes/public.ts:480,"As a operator, I want screening dashboard (ssr — queries prisma directly) through GET /dashboard/screening so that Parse behavior is usable and predictable.",Render operator dashboard pages; protected dashboard data requires authorized credentials and avoids secret leakage.,,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-081,Billing,GET /dashboard/billing,Billing dashboard,src/routes/public.ts:487,"As a subscriber, I want billing dashboard through GET /dashboard/billing so that Parse behavior is usable and predictable.",Create Stripe checkout/portal flows or process signed webhooks; expose usage/subscription only to authorized callers and never leak payment secrets.,,PASS,Billing dashboard is auth gated and bounded under test config. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-082,Public Web,GET /docs,Docs hub page (HTML index to all documentation),src/routes/public.ts:495,"As a visitor, I want docs hub page (html index to all documentation) through GET /docs so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",src/app.test.ts,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-083,Public Web,GET /prompt-guard,Prompt Guard landing,src/routes/public.ts:679,"As a visitor, I want prompt guard landing through GET /prompt-guard so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
